curated_id,quellsystem,quell_id,match_methode,match_score,gueltig_von,gueltig_bis,bemerkung
PTR-00000124,HAPO,20000072,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000125,HAPO,20000073,MIGRATIONSLOG,1.0,2014-01-01,2025-05-15,
PTR-00000126,HAPO,20000074,MIGRATIONSLOG,1.0,2012-09-01,2025-05-15,
PTR-00000127,HAPO,20000075,MIGRATIONSLOG,1.0,1988-11-01,2025-05-15,
PTR-00000128,HAPO,20000076,MIGRATIONSLOG,1.0,2011-12-01,2025-05-15,
PTR-00000129,HAPO,20000077,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000130,HAPO,20000078,MIGRATIONSLOG,1.0,2020-08-01,2025-05-15,
PTR-00000131,HAPO,20000079,MIGRATIONSLOG,1.0,2025-06-01,2025-05-15,
PTR-00000132,HAPO,20000080,MIGRATIONSLOG,1.0,2025-05-01,2025-05-15,
PTR-00000133,HAPO,20000081,MIGRATIONSLOG,1.0,2025-12-01,2025-05-15,
PTR-00000134,HAPO,20000082,MIGRATIONSLOG,1.0,2006-12-01,2025-05-15,
PTR-00000138,HAPO,20000083,MIGRATIONSLOG,1.0,2007-06-01,2025-05-15,
PTR-00000139,HAPO,20000084,MIGRATIONSLOG,1.0,2006-03-01,2025-05-15,
PTR-00000144,HAPO,20000085,MIGRATIONSLOG,1.0,2020-05-01,2025-05-15,
PTR-00000145,HAPO,20000086,MIGRATIONSLOG,1.0,1999-01-01,2025-05-15,
PTR-00000157,HAPO,20000087,MIGRATIONSLOG,1.0,2005-07-01,2025-05-15,
PTR-00000158,HAPO,20000088,MIGRATIONSLOG,1.0,2005-12-01,2025-05-15,
PTR-00000159,HAPO,20000089,MIGRATIONSLOG,1.0,2011-08-01,2025-05-15,
PTR-00000160,HAPO,20000090,MIGRATIONSLOG,1.0,2023-05-01,2025-05-15,
PTR-00000161,HAPO,20000091,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000162,HAPO,20000092,MIGRATIONSLOG,1.0,2025-01-01,2025-05-15,
PTR-00000168,HAPO,20000093,MIGRATIONSLOG,1.0,2016-11-01,2025-05-15,
PTR-00000169,HAPO,20000094,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000170,HAPO,20000095,MIGRATIONSLOG,1.0,2016-07-01,2025-05-15,
PTR-00000171,HAPO,20000096,MIGRATIONSLOG,1.0,2009-12-01,2025-05-15,
PTR-00000173,HAPO,20000097,MIGRATIONSLOG,1.0,2013-04-01,2025-05-15,
PTR-00000174,HAPO,20000098,MIGRATIONSLOG,1.0,2007-10-01,2025-05-15,
PTR-00000175,HAPO,20000099,MIGRATIONSLOG,1.0,2018-09-01,2025-05-15,
PTR-00000176,HAPO,20000100,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000178,HAPO,20000101,MIGRATIONSLOG,1.0,2014-07-01,2025-05-15,
PTR-00000181,HAPO,20000102,MIGRATIONSLOG,1.0,2014-03-01,2025-05-15,
PTR-00000182,HAPO,20000103,MIGRATIONSLOG,1.0,2015-01-01,2025-05-15,
PTR-00000183,HAPO,20000104,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000184,HAPO,20000105,MIGRATIONSLOG,1.0,2005-09-01,2025-05-15,
PTR-00000189,HAPO,20000106,MIGRATIONSLOG,1.0,2016-08-01,2025-05-15,
PTR-00000190,HAPO,20000107,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000191,HAPO,20000108,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000192,HAPO,20000109,MIGRATIONSLOG,1.0,2019-02-01,2025-05-15,
PTR-00000193,HAPO,20000110,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000194,HAPO,20000111,MIGRATIONSLOG,1.0,2024-04-01,2025-05-15,
PTR-00000197,HAPO,20000112,MIGRATIONSLOG,1.0,2013-05-01,2025-05-15,
PTR-00000198,HAPO,20000113,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000199,HAPO,20000114,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000201,HAPO,20000115,MIGRATIONSLOG,1.0,1999-05-01,2025-05-15,
PTR-00000202,HAPO,20000116,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000203,HAPO,20000117,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000210,HAPO,20000118,MIGRATIONSLOG,1.0,2020-10-01,2025-05-15,
PTR-00000211,HAPO,20000119,MIGRATIONSLOG,1.0,2025-08-01,2025-05-15,
PTR-00000212,HAPO,20000120,MIGRATIONSLOG,1.0,2014-01-01,2025-05-15,
PTR-00000213,HAPO,20000121,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000214,HAPO,20000122,MIGRATIONSLOG,1.0,2011-07-01,2025-05-15,
PTR-00000215,HAPO,20000123,MIGRATIONSLOG,1.0,2025-05-01,2025-05-15,
PTR-00000216,HAPO,20000124,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000217,HAPO,20000125,MIGRATIONSLOG,1.0,2016-08-01,2025-05-15,
PTR-00000218,HAPO,20000126,MIGRATIONSLOG,1.0,2025-02-01,2025-05-15,
PTR-00000219,HAPO,20000127,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000220,HAPO,20000128,MIGRATIONSLOG,1.0,2014-08-01,2025-05-15,
PTR-00000226,HAPO,20000129,MIGRATIONSLOG,1.0,2015-04-01,2025-05-15,
PTR-00000234,HAPO,20000130,MIGRATIONSLOG,1.0,2013-09-01,2025-05-15,
PTR-00000238,HAPO,20000131,MIGRATIONSLOG,1.0,1996-01-01,2025-05-15,
PTR-00000239,HAPO,20000132,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000240,HAPO,20000133,MIGRATIONSLOG,1.0,2025-11-01,2025-05-15,
PTR-00000241,HAPO,20000134,MIGRATIONSLOG,1.0,2018-05-01,2025-05-15,
PTR-00000242,HAPO,20000135,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000243,HAPO,20000136,MIGRATIONSLOG,1.0,2019-03-01,2025-05-15,
PTR-00000247,HAPO,20000137,MIGRATIONSLOG,1.0,2009-04-01,2025-05-15,
PTR-00000248,HAPO,20000138,MIGRATIONSLOG,1.0,2017-08-01,2025-05-15,
PTR-00000249,HAPO,20000139,MIGRATIONSLOG,1.0,2020-12-01,2025-05-15,
PTR-00000250,HAPO,20000140,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000251,HAPO,20000141,MIGRATIONSLOG,1.0,2019-12-01,2025-05-15,
PTR-00000252,HAPO,20000142,MIGRATIONSLOG,1.0,2013-05-01,2025-05-15,
PTR-00000253,HAPO,20000143,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000257,HAPO,20000144,MIGRATIONSLOG,1.0,2004-03-01,2025-05-15,
PTR-00000258,HAPO,20000145,MIGRATIONSLOG,1.0,2016-11-01,2025-05-15,
PTR-00000262,HAPO,20000146,MIGRATIONSLOG,1.0,2004-05-01,2025-05-15,
PTR-00000263,HAPO,20000147,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000264,HAPO,20000148,MIGRATIONSLOG,1.0,2019-02-01,2025-05-15,
PTR-00000274,HAPO,20000149,MIGRATIONSLOG,1.0,2006-12-01,2025-05-15,
PTR-00000275,HAPO,20000150,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000276,HAPO,20000151,MIGRATIONSLOG,1.0,2017-01-01,2025-05-15,
PTR-00000283,HAPO,20000152,MIGRATIONSLOG,1.0,2013-09-01,2025-05-15,
PTR-00000284,HAPO,20000153,MIGRATIONSLOG,1.0,2017-01-01,2025-05-15,
PTR-00000285,HAPO,20000154,MIGRATIONSLOG,1.0,2013-03-01,2025-05-15,
PTR-00000286,HAPO,20000155,MIGRATIONSLOG,1.0,2006-10-01,2025-05-15,
PTR-00000287,HAPO,20000156,MIGRATIONSLOG,1.0,2014-03-01,2025-05-15,
PTR-00000288,HAPO,20000157,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000290,HAPO,20000158,MIGRATIONSLOG,1.0,2019-10-01,2025-05-15,
PTR-00000291,HAPO,20000159,MIGRATIONSLOG,1.0,2016-10-01,2025-05-15,
PTR-00000292,HAPO,20000160,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000293,HAPO,20000161,MIGRATIONSLOG,1.0,2006-06-01,2025-05-15,
PTR-00000294,HAPO,20000162,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000299,HAPO,20000163,MIGRATIONSLOG,1.0,2010-01-01,2025-05-15,
PTR-00000300,HAPO,20000164,MIGRATIONSLOG,1.0,2008-09-01,2025-05-15,
PTR-00000301,HAPO,20000165,MIGRATIONSLOG,1.0,2009-11-01,2025-05-15,
PTR-00000302,HAPO,20000166,MIGRATIONSLOG,1.0,2008-03-01,2025-05-15,
PTR-00000303,HAPO,20000167,MIGRATIONSLOG,1.0,2011-07-01,2025-05-15,
PTR-00000304,HAPO,20000168,MIGRATIONSLOG,1.0,2024-04-01,2025-05-15,
PTR-00000305,HAPO,20000169,MIGRATIONSLOG,1.0,2015-11-01,2025-05-15,
PTR-00000306,HAPO,20000170,MIGRATIONSLOG,1.0,2011-02-01,2025-05-15,
PTR-00000307,HAPO,20000171,MIGRATIONSLOG,1.0,2005-11-01,2025-05-15,
PTR-00000308,HAPO,20000172,MIGRATIONSLOG,1.0,2018-01-01,2025-05-15,
PTR-00000310,HAPO,20000173,MIGRATIONSLOG,1.0,2008-12-01,2025-05-15,
PTR-00000314,HAPO,20000174,MIGRATIONSLOG,1.0,2013-05-01,2025-05-15,
PTR-00000315,HAPO,20000175,MIGRATIONSLOG,1.0,2005-03-01,2025-05-15,
PTR-00000316,HAPO,20000176,MIGRATIONSLOG,1.0,2012-09-01,2025-05-15,
PTR-00000324,HAPO,20000177,MIGRATIONSLOG,1.0,2015-07-01,2025-05-15,
PTR-00000327,HAPO,20000178,MIGRATIONSLOG,1.0,2017-04-01,2025-05-15,
PTR-00000328,HAPO,20000179,MIGRATIONSLOG,1.0,2002-11-01,2025-05-15,
PTR-00000329,HAPO,20000180,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000330,HAPO,20000181,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000331,HAPO,20000182,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000332,HAPO,20000183,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000333,HAPO,20000184,MIGRATIONSLOG,1.0,2017-04-01,2025-05-15,
PTR-00000336,HAPO,20000185,MIGRATIONSLOG,1.0,2013-10-01,2025-05-15,
PTR-00000339,HAPO,20000186,MIGRATIONSLOG,1.0,2004-04-01,2025-05-15,
PTR-00000340,HAPO,20000187,MIGRATIONSLOG,1.0,2011-11-01,2025-05-15,
PTR-00000341,HAPO,20000188,MIGRATIONSLOG,1.0,2025-08-01,2025-05-15,
PTR-00000343,HAPO,20000189,MIGRATIONSLOG,1.0,2014-04-01,2025-05-15,
PTR-00000344,HAPO,20000190,MIGRATIONSLOG,1.0,2001-12-01,2025-05-15,
PTR-00000345,HAPO,20000191,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000348,HAPO,20000192,MIGRATIONSLOG,1.0,2014-08-01,2025-05-15,
PTR-00000349,HAPO,20000193,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000350,HAPO,20000194,MIGRATIONSLOG,1.0,2025-11-01,2025-05-15,
PTR-00000351,HAPO,20000195,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000352,HAPO,20000196,MIGRATIONSLOG,1.0,2025-05-01,2025-05-15,
PTR-00000353,HAPO,20000197,MIGRATIONSLOG,1.0,2016-05-01,2025-05-15,
PTR-00000354,HAPO,20000198,MIGRATIONSLOG,1.0,2002-10-01,2025-05-15,
PTR-00000355,HAPO,20000199,MIGRATIONSLOG,1.0,1988-11-01,2025-05-15,
PTR-00000356,HAPO,20000200,MIGRATIONSLOG,1.0,2011-02-01,2025-05-15,
PTR-00000357,HAPO,20000201,MIGRATIONSLOG,1.0,2018-10-01,2025-05-15,
PTR-00000359,HAPO,20000202,MIGRATIONSLOG,1.0,2016-11-01,2025-05-15,
PTR-00000362,HAPO,20000203,MIGRATIONSLOG,1.0,2015-10-01,2025-05-15,
PTR-00000363,HAPO,20000204,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000364,HAPO,20000205,MIGRATIONSLOG,1.0,2014-06-01,2025-05-15,
PTR-00000365,HAPO,20000206,MIGRATIONSLOG,1.0,2005-06-01,2025-05-15,
PTR-00000367,HAPO,20000207,MIGRATIONSLOG,1.0,2014-01-01,2025-05-15,
PTR-00000370,HAPO,20000208,MIGRATIONSLOG,1.0,2006-05-01,2025-05-15,
PTR-00000371,HAPO,20000209,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000384,HAPO,20000210,MIGRATIONSLOG,1.0,2018-06-01,2025-05-15,
PTR-00000385,HAPO,20000211,MIGRATIONSLOG,1.0,2018-12-01,2025-05-15,
PTR-00000386,HAPO,20000212,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000393,HAPO,20000213,MIGRATIONSLOG,1.0,2017-03-01,2025-05-15,
PTR-00000394,HAPO,20000214,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000395,HAPO,20000215,MIGRATIONSLOG,1.0,2025-12-01,2025-05-15,
PTR-00000396,HAPO,20000216,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000397,HAPO,20000217,MIGRATIONSLOG,1.0,2014-03-01,2025-05-15,
PTR-00000398,HAPO,20000218,MIGRATIONSLOG,1.0,2013-03-01,2025-05-15,
PTR-00000399,HAPO,20000219,MIGRATIONSLOG,1.0,2025-11-01,2025-05-15,
PTR-00000400,HAPO,20000220,MIGRATIONSLOG,1.0,2004-01-01,2025-05-15,
PTR-00000403,HAPO,20000221,MIGRATIONSLOG,1.0,2016-06-01,2025-05-15,
PTR-00000404,HAPO,20000222,MIGRATIONSLOG,1.0,2015-01-01,2025-05-15,
PTR-00000405,HAPO,20000223,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000406,HAPO,20000224,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000407,HAPO,20000225,MIGRATIONSLOG,1.0,2013-05-01,2025-05-15,
PTR-00000410,HAPO,20000226,MIGRATIONSLOG,1.0,2015-04-01,2025-05-15,
PTR-00000411,HAPO,20000227,MIGRATIONSLOG,1.0,2019-10-01,2025-05-15,
PTR-00000412,HAPO,20000228,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000416,HAPO,20000229,MIGRATIONSLOG,1.0,2002-01-01,2025-05-15,
PTR-00000417,HAPO,20000230,MIGRATIONSLOG,1.0,1997-09-01,2025-05-15,
PTR-00000419,HAPO,20000231,MIGRATIONSLOG,1.0,2018-07-01,2025-05-15,
PTR-00000420,HAPO,20000232,MIGRATIONSLOG,1.0,2001-03-01,2025-05-15,
PTR-00000422,HAPO,20000233,MIGRATIONSLOG,1.0,2013-02-01,2025-05-15,
PTR-00000425,HAPO,20000234,MIGRATIONSLOG,1.0,2015-11-01,2025-05-15,
PTR-00000426,HAPO,20000235,MIGRATIONSLOG,1.0,1997-02-01,2025-05-15,
PTR-00000427,HAPO,20000236,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000428,HAPO,20000237,MIGRATIONSLOG,1.0,2025-09-01,2025-05-15,
PTR-00000429,HAPO,20000238,MIGRATIONSLOG,1.0,2025-06-01,2025-05-15,
PTR-00000435,HAPO,20000239,MIGRATIONSLOG,1.0,2014-11-01,2025-05-15,
PTR-00000437,HAPO,20000240,MIGRATIONSLOG,1.0,2015-02-01,2025-05-15,
PTR-00000438,HAPO,20000241,MIGRATIONSLOG,1.0,2020-01-01,2025-05-15,
PTR-00000439,HAPO,20000242,MIGRATIONSLOG,1.0,2025-05-01,2025-05-15,
PTR-00000440,HAPO,20000243,MIGRATIONSLOG,1.0,2010-04-01,2025-05-15,
PTR-00000441,HAPO,20000244,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000442,HAPO,20000245,MIGRATIONSLOG,1.0,2008-02-01,2025-05-15,
PTR-00000445,HAPO,20000246,MIGRATIONSLOG,1.0,2005-02-01,2025-05-15,
PTR-00000446,HAPO,20000247,MIGRATIONSLOG,1.0,2013-03-01,2025-05-15,
PTR-00000447,HAPO,20000248,MIGRATIONSLOG,1.0,2006-06-01,2025-05-15,
PTR-00000448,HAPO,20000249,MIGRATIONSLOG,1.0,2007-03-01,2025-05-15,
PTR-00000449,HAPO,20000250,MIGRATIONSLOG,1.0,2011-06-01,2025-05-15,
PTR-00000450,HAPO,20000251,MIGRATIONSLOG,1.0,2016-10-01,2025-05-15,
PTR-00000451,HAPO,20000252,MIGRATIONSLOG,1.0,2020-12-01,2025-05-15,
PTR-00000452,HAPO,20000253,MIGRATIONSLOG,1.0,2020-02-01,2025-05-15,
PTR-00000457,HAPO,20000254,MIGRATIONSLOG,1.0,2007-06-01,2025-05-15,
PTR-00000458,HAPO,20000255,MIGRATIONSLOG,1.0,2025-05-01,2025-05-15,
PTR-00000459,HAPO,20000256,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000464,HAPO,20000257,MIGRATIONSLOG,1.0,2013-05-01,2025-05-15,
PTR-00000465,HAPO,20000258,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000466,HAPO,20000259,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000467,HAPO,20000260,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000468,HAPO,20000261,MIGRATIONSLOG,1.0,2017-03-01,2025-05-15,
PTR-00000469,HAPO,20000262,MIGRATIONSLOG,1.0,2017-07-01,2025-05-15,
PTR-00000470,HAPO,20000263,MIGRATIONSLOG,1.0,2025-12-01,2025-05-15,
PTR-00000471,HAPO,20000264,MIGRATIONSLOG,1.0,2025-08-01,2025-05-15,
PTR-00000481,HAPO,20000265,MIGRATIONSLOG,1.0,2012-12-01,2025-05-15,
PTR-00000482,HAPO,20000266,MIGRATIONSLOG,1.0,2019-04-01,2025-05-15,
PTR-00000483,HAPO,20000267,MIGRATIONSLOG,1.0,2023-12-01,2025-05-15,
PTR-00000484,HAPO,20000268,MIGRATIONSLOG,1.0,2014-06-01,2025-05-15,
PTR-00000485,HAPO,20000269,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000489,HAPO,20000270,MIGRATIONSLOG,1.0,2013-09-01,2025-05-15,
PTR-00000490,HAPO,20000271,MIGRATIONSLOG,1.0,2014-03-01,2025-05-15,
PTR-00000491,HAPO,20000272,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000492,HAPO,20000273,MIGRATIONSLOG,1.0,2025-12-01,2025-05-15,
PTR-00000493,HAPO,20000274,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000494,HAPO,20000275,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000500,HAPO,20000276,MIGRATIONSLOG,1.0,2000-12-01,2025-05-15,
PTR-00000501,HAPO,20000277,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000502,HAPO,20000278,MIGRATIONSLOG,1.0,2018-01-01,2025-05-15,
PTR-00000503,HAPO,20000279,MIGRATIONSLOG,1.0,2013-10-01,2025-05-15,
PTR-00000504,HAPO,20000280,MIGRATIONSLOG,1.0,2025-08-01,2025-05-15,
PTR-00000505,HAPO,20000281,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000508,HAPO,20000282,MIGRATIONSLOG,1.0,2014-07-01,2025-05-15,
PTR-00000509,HAPO,20000283,MIGRATIONSLOG,1.0,2006-05-01,2025-05-15,
PTR-00000513,HAPO,20000284,MIGRATIONSLOG,1.0,2014-03-01,2025-05-15,
PTR-00000514,HAPO,20000285,MIGRATIONSLOG,1.0,2002-04-01,2025-05-15,
PTR-00000515,HAPO,20000286,MIGRATIONSLOG,1.0,2024-08-01,2025-05-15,
PTR-00000516,HAPO,20000287,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000519,HAPO,20000288,MIGRATIONSLOG,1.0,2014-09-01,2025-05-15,
PTR-00000520,HAPO,20000289,MIGRATIONSLOG,1.0,2005-05-01,2025-05-15,
PTR-00000521,HAPO,20000290,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000522,HAPO,20000291,MIGRATIONSLOG,1.0,2006-11-01,2025-05-15,
PTR-00000523,HAPO,20000292,MIGRATIONSLOG,1.0,2015-11-01,2025-05-15,
PTR-00000524,HAPO,20000293,MIGRATIONSLOG,1.0,2016-12-01,2025-05-15,
PTR-00000526,HAPO,20000294,MIGRATIONSLOG,1.0,2017-07-01,2025-05-15,
PTR-00000527,HAPO,20000295,MIGRATIONSLOG,1.0,2012-02-01,2025-05-15,
PTR-00000528,HAPO,20000296,MIGRATIONSLOG,1.0,2006-04-01,2025-05-15,
PTR-00000529,HAPO,20000297,MIGRATIONSLOG,1.0,2025-10-01,2025-05-15,
PTR-00000531,HAPO,20000298,MIGRATIONSLOG,1.0,2015-11-01,2025-05-15,
