welle,objekttyp,quellsystem,quell_id,ziel_id,zeitpunkt,ergebnis,meldung
HP-2025-Q2,PARTNER,HAPO,20000077,PTR-00000129,2025-05-15,WARN,"Geburtsdatum Platzhalter, Dummy 1900-01-01 gesetzt"
HP-2025-Q2,PARTNER,HAPO,20000078,PTR-00000130,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000079,PTR-00000131,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000080,PTR-00000132,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000081,PTR-00000133,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000082,PTR-00000134,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000083,PTR-00000138,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000084,PTR-00000139,2025-05-15,WARN,"Geburtsdatum Platzhalter, Dummy 1900-01-01 gesetzt"
HP-2025-Q2,PARTNER,HAPO,20000085,PTR-00000144,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000086,PTR-00000145,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000087,PTR-00000157,2025-05-15,WARN,"Geburtsdatum Platzhalter, Dummy 1900-01-01 gesetzt"
HP-2025-Q2,PARTNER,HAPO,20000088,PTR-00000158,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000089,PTR-00000159,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000090,PTR-00000160,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000091,PTR-00000161,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000092,PTR-00000162,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000093,PTR-00000168,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000094,PTR-00000169,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000095,PTR-00000170,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000096,PTR-00000171,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000097,PTR-00000173,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000098,PTR-00000174,2025-05-15,ERROR,"Adresse nicht parsebar, Partner ohne Adresse angelegt"
HP-2025-Q2,PARTNER,HAPO,20000099,PTR-00000175,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000100,PTR-00000176,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000101,PTR-00000178,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000102,PTR-00000181,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000103,PTR-00000182,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000104,PTR-00000183,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000105,PTR-00000184,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000106,PTR-00000189,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000107,PTR-00000190,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000108,PTR-00000191,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000109,PTR-00000192,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000110,PTR-00000193,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000111,PTR-00000194,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000112,PTR-00000197,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000113,PTR-00000198,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000114,PTR-00000199,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000115,PTR-00000201,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000116,PTR-00000202,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000117,PTR-00000203,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000118,PTR-00000210,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000119,PTR-00000211,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000120,PTR-00000212,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000121,PTR-00000213,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000122,PTR-00000214,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000123,PTR-00000215,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000124,PTR-00000216,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000125,PTR-00000217,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000126,PTR-00000218,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000127,PTR-00000219,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000128,PTR-00000220,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000129,PTR-00000226,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000130,PTR-00000234,2025-05-15,WARN,"Geburtsdatum Platzhalter, Dummy 1900-01-01 gesetzt"
HP-2025-Q2,PARTNER,HAPO,20000131,PTR-00000238,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000132,PTR-00000239,2025-05-15,ERROR,"Adresse nicht parsebar, Partner ohne Adresse angelegt"
HP-2025-Q2,PARTNER,HAPO,20000133,PTR-00000240,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000134,PTR-00000241,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000135,PTR-00000242,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000136,PTR-00000243,2025-05-15,WARN,"Geburtsdatum Platzhalter, Dummy 1900-01-01 gesetzt"
HP-2025-Q2,PARTNER,HAPO,20000137,PTR-00000247,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000138,PTR-00000248,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000139,PTR-00000249,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000140,PTR-00000250,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000141,PTR-00000251,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000142,PTR-00000252,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000143,PTR-00000253,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000144,PTR-00000257,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000145,PTR-00000258,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000146,PTR-00000262,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000147,PTR-00000263,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000148,PTR-00000264,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000149,PTR-00000274,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000150,PTR-00000275,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000151,PTR-00000276,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000152,PTR-00000283,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000153,PTR-00000284,2025-05-15,WARN,"Geburtsdatum Platzhalter, Dummy 1900-01-01 gesetzt"
HP-2025-Q2,PARTNER,HAPO,20000154,PTR-00000285,2025-05-15,WARN,"Geburtsdatum Platzhalter, Dummy 1900-01-01 gesetzt"
HP-2025-Q2,PARTNER,HAPO,20000155,PTR-00000286,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000156,PTR-00000287,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000157,PTR-00000288,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000158,PTR-00000290,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000159,PTR-00000291,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000160,PTR-00000292,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000161,PTR-00000293,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000162,PTR-00000294,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000163,PTR-00000299,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000164,PTR-00000300,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000165,PTR-00000301,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000166,PTR-00000302,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000167,PTR-00000303,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000168,PTR-00000304,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000169,PTR-00000305,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000170,PTR-00000306,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000171,PTR-00000307,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000172,PTR-00000308,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000173,PTR-00000310,2025-05-15,WARN,"Geburtsdatum Platzhalter, Dummy 1900-01-01 gesetzt"
HP-2025-Q2,PARTNER,HAPO,20000174,PTR-00000314,2025-05-15,WARN,"Geburtsdatum Platzhalter, Dummy 1900-01-01 gesetzt"
HP-2025-Q2,PARTNER,HAPO,20000175,PTR-00000315,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000176,PTR-00000316,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000177,PTR-00000324,2025-05-15,WARN,"Geburtsdatum Platzhalter, Dummy 1900-01-01 gesetzt"
HP-2025-Q2,PARTNER,HAPO,20000178,PTR-00000327,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000179,PTR-00000328,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000180,PTR-00000329,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000181,PTR-00000330,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000182,PTR-00000331,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000183,PTR-00000332,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000184,PTR-00000333,2025-05-15,WARN,"Geburtsdatum Platzhalter, Dummy 1900-01-01 gesetzt"
HP-2025-Q2,PARTNER,HAPO,20000185,PTR-00000336,2025-05-15,WARN,"Geburtsdatum Platzhalter, Dummy 1900-01-01 gesetzt"
HP-2025-Q2,PARTNER,HAPO,20000186,PTR-00000339,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000187,PTR-00000340,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000188,PTR-00000341,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000189,PTR-00000343,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000190,PTR-00000344,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000191,PTR-00000345,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000192,PTR-00000348,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000193,PTR-00000349,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000194,PTR-00000350,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000195,PTR-00000351,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000196,PTR-00000352,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000197,PTR-00000353,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000198,PTR-00000354,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000199,PTR-00000355,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000200,PTR-00000356,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000201,PTR-00000357,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000202,PTR-00000359,2025-05-15,WARN,"Geburtsdatum Platzhalter, Dummy 1900-01-01 gesetzt"
HP-2025-Q2,PARTNER,HAPO,20000203,PTR-00000362,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000204,PTR-00000363,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000205,PTR-00000364,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000206,PTR-00000365,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000207,PTR-00000367,2025-05-15,WARN,"Geburtsdatum Platzhalter, Dummy 1900-01-01 gesetzt"
HP-2025-Q2,PARTNER,HAPO,20000208,PTR-00000370,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000209,PTR-00000371,2025-05-15,WARN,"Geburtsdatum Platzhalter, Dummy 1900-01-01 gesetzt"
HP-2025-Q2,PARTNER,HAPO,20000210,PTR-00000384,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000211,PTR-00000385,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000212,PTR-00000386,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000213,PTR-00000393,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000214,PTR-00000394,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000215,PTR-00000395,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000216,PTR-00000396,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000217,PTR-00000397,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000218,PTR-00000398,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000219,PTR-00000399,2025-05-15,WARN,"Geburtsdatum Platzhalter, Dummy 1900-01-01 gesetzt"
HP-2025-Q2,PARTNER,HAPO,20000220,PTR-00000400,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000221,PTR-00000403,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000222,PTR-00000404,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000223,PTR-00000405,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000224,PTR-00000406,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000225,PTR-00000407,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000226,PTR-00000410,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000227,PTR-00000411,2025-05-15,WARN,"Geburtsdatum Platzhalter, Dummy 1900-01-01 gesetzt"
HP-2025-Q2,PARTNER,HAPO,20000228,PTR-00000412,2025-05-15,WARN,"Geburtsdatum Platzhalter, Dummy 1900-01-01 gesetzt"
HP-2025-Q2,PARTNER,HAPO,20000229,PTR-00000416,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000230,PTR-00000417,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000231,PTR-00000419,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000232,PTR-00000420,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000233,PTR-00000422,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000234,PTR-00000425,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000235,PTR-00000426,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000236,PTR-00000427,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000237,PTR-00000428,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000238,PTR-00000429,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000239,PTR-00000435,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000240,PTR-00000437,2025-05-15,WARN,"Geburtsdatum Platzhalter, Dummy 1900-01-01 gesetzt"
HP-2025-Q2,PARTNER,HAPO,20000241,PTR-00000438,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000242,PTR-00000439,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000243,PTR-00000440,2025-05-15,WARN,"Geburtsdatum Platzhalter, Dummy 1900-01-01 gesetzt"
HP-2025-Q2,PARTNER,HAPO,20000244,PTR-00000441,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000245,PTR-00000442,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000246,PTR-00000445,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000247,PTR-00000446,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000248,PTR-00000447,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000249,PTR-00000448,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000250,PTR-00000449,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000251,PTR-00000450,2025-05-15,OK,Partner uebernommen
